Category,Resume
hr,"HR Operations & Process Automation
Managed the full employee lifecycle—recruitment, onboarding, development, performance, and offboarding—ensuring alignment with business needs.
Employee Experience & Engagement
Developed onboarding programs to support smooth integration for new hires and managers.
Conducted regular 1:1 meetings with all key employees every 6–8 weeks to sustain engagement and monitor growth.
Organized internal events and initiatives aligned with strategic goals and available budgets.
Maintained consistent internal communication through corporate channels and employee surveys.
Corporate Culture & Employer Brand
Embedded company values into daily HR processes and contributed to building a strong and positive corporate culture.
Performance & Compensation Management
Coordinated performance review cycles and supported the development of Individual Development Plans (IDPs). Managed compensation review processes in collaboration with team leads and management.
HR Strategy & Advisory
Provided strategic HR guidance to managers on policies, people management, and retention. Contributed to the development and implementation of HR strategies aligned with business objectives. Introduced a rotation strategy to retain key competencies and reduce reliance on external hires.
•	Reduced time to hire to 21 days (vs. market average of 30+), ensuring quicker staffing in key roles.
•	Lowered cost per hire by 40% by optimizing sourcing channels and leveraging employee referrals.
•	Conducted regular 1:1 meetings with 100% of key employees every 6–8 weeks to maintain engagement and track growth.
•	Maintained 75% employee participation rate in internal events and initiatives, even during periods of limited budgets.
Experienced HR professional passionate about creating people-first solutions that drive real business results. I help companies grow by building strong teams, improving processes, and shaping a culture where people thrive."
hr,"I have more than 5 years experience in hiring IT and non IT specialists with comprehensive understanding of the full recruitment cycle, including resourcing, interviewing and contract negotiations.
Last 2 years I'm more concentrated on HR activities in the company and dealing with:
Full-cycle HR management: onboarding, ongoing support, and offboarding of employees;
Support and continuous improvement of HR processes (1:1s, surveys, adaptation);
Maintain HR documentation and reporting;
Collaborate closely with PMs, Tech Leads to address team needs;
Developing and implementation of internal HR policies;
Organization of internal events and webinars for the team.
As a recruiter I have been working with the  following IT positions: Frontend, Backend, Full-stack Developer, DevOps Engineer, System administrator, Technical Support Manager, Quality Assurance Engineer, Business Analyst, Project Manager.
Non IT positions included Sales and Account managers, Content Writers, Digital Marketing Specialists, Accountants and Financial Managers.
I would like to work in a friendly team, to have a possibility for remote work several times a week, to be involved more in HR functions."
hr,"- conducting 1-1, PRs, welcome meetings and exit interviews;
- organization of adaptation processes;
- conducting workshops for managers and developers (developing others);
-lead initiatives to improve the experience of associates in the organization;
- improvement of C&B processes;
-providing education for developers and managers (workshops) in people management;
- mediate conflicts and ensure fair opportunities for all;
- assist in talent identification, development, and retention;
- audit of processes and Implementation of new people management solutions;
- coaching managers;
- work with HR statistics and ESAT"
hr,"Тренінги.
Розробка, організація та проведення (самостійно):
- Софт скілз
- Модульна програма для керівників
1. Портрет менеджера 2023
2. Цикл менеджменту
3. Ситуаційне лідерство
4. Комунікація
5. Управління змінами
6. Емоційний інтелект
7. Командна динаміка
Майстер-класи:
1. Критичне мислення
2. Таймменеджмент
3. Робота під час війни
4. Ділове спілкування
Марафони:
1. Ораторське мистецтво
2. Публічні виступи
Стратегічні сесії:
1. Стратегія компанії (для ТОР)
2. Стратегія відділу (для HR та Marketing)
3. Стратегія впровадження змін (HR Marketing)
Асесмент центри:
1. Команда Sales
2. Команда Product
3. Команда ТОР
Корпоративи/тимбілдинги онлайн/офлайн:
1. Команда B2B
2. Команда Customer Service
3. Компанія (350 людей)
Та інше...
Водафон Україна:
Є одним із засновників нового формату обслуговування абонентів ""Обслуговування 2.0"" в КЦ ""МТС-Україна"", завдяки якому на конкурсі контактних центрів Європи EMEA (The 2015 «10th Annual' Contact Center World Top Ranking Performer Awards), центр визнані найкращими в Європі.
А також міжнародному конкурсі Contact Center World у Лас-Вегасі).
EOSDA:
1. Cтворив ""Модульну програму для керівників"" середньої ланки
2. Розробив та провів сесію з генерування цінностей компанії. Є автором концепту GLOBALITY, що використовується EOSDA як головний набір принципів, що транслюється у брендбуці.
Моя компанія-це Організація і функціонал, від яких я буду отримувати задоволення.
Керівник або декілька, у яких я щодня зможу чомусь навчатися. Які будуть вболівати за мої успіхи і розуміти невдачі.
Культура зворотнього зв'язку - мастхев. Працівникам обов'язково повинно бути комфортно говорити все, що їх турбує.
Хочу бути, як професійний футболіст: займатися улюбленою справою, радувати фанатів і одноклубників і отримувати за це хороші гроші.
Вірю, що майбутнє будь-якої організації залежить від щастя людей. Робити їх щасливими та успішними - це те, що я вмію та від чого отримую задоволення."
hr,"Motivated HR manager with 5+ years of experience focused on successful coordination of different HR processes. Work well with all levels of staff and management to get desired results. Good at communication, empathy, and problem-solving. Have solid experience in IT recruitment, successfully leading recruitment for 100+ positions.
Skills:
• Human resources support
• Manage employee relations
• Onboard new hires
• Maintain employment records
• Performance evaluation
• Full-cycle recruitment
• Data analysis
• Administrative assistance
• Process improvement
• Compliance regulations
• Networking events
Experience:
Aug-2017 – Aug-2021 - Infopulse
Position: HR manager, Recruiter
Feb-2017 – Aug-2017 – Gemicle
Position: HR manager, Recruiter
Aug-2015 – Feb-2017 - EPAM Systems
Position: HR assistant, Office manager
In my previous role as an HR, I successfully managed the full recruitment cycle and full life
cycle of employee - onboarding, employee relations, performance management, and
offboarding for a workforce over 100 employees. One of my key achievements was
decreasing the attrition rate and enlarging the number of employees in regional offices. My
ability to build strong and trustful relationships with both employees and management has
been a cornerstone of my success in HR. I believe these and my other skills can be useful in your company and help it to grow."
hr,"Aug 2023 - Mar 2025 (~2 years) HR Generalist position at ArtCodeVision
Responsibilities:
• Full circle of recruiting
• Development and implementation of HR processes
from scratch (Recruiting, Onboarding, Adaptation,
Training, Performance Review, Salary Review,
Offboarding)
• Monitoring, updating, and automation of these HR
processes
• Management of HRM systems (Hurma, People Force)
• Conducting 1:1
• Corporate culture and policy
• Full circle of recruiting
• Management of personnel documentation (contracts,
etc.)
• Budgeting
• Office management
• Event management
• Reporting
Sep 2021 - Aug 2023 (2 years) IT Recruiter position at
Varyence
Responsibilities:
• Full circle of recruiting;
Additional:
• HR Administration;
• Describe the company's corporate culture and some
processes;
• Onboarding;
• Development of educational materials.
Mar 2021 - Sep 2021 (7 months) IT Recruiter position at
Allwedoissource Agency
Responsibilities:
• Sourcing candidates for open positions;
• Work with resumes;
• Communication with recruiters, hiring managers, and
stakeholders.
May 2020 - Dec 2020 (8 months) Recruiter position at GetWorker Recruitment Agency
Responsibilities:
•Sourcing of candidates for open vacancies;
•Work with resumes;
•Conducting interviews with candidates;
•Qualification test;
•Formation DB of candidates.
Jan 2018 - Apr 2018 (4 months) Content Manager position at ""Західприлад""
Responsibilities:
•Translate technical documentation from German and English into Ukrainian;
•Image processing in Photoshop;
•Design and edit descriptions of goods;
•Add materials to the site.
•Preparation of day/month reporting.
Mar 2016 - Aug 2016 (6 mos) Sales Manager/Customer Support position at Adelina Call Center
Responsibilities:
•Working with clients.
•Reporting.
•Recruiting and training of beginners.
At Varyence I managed to close more than 16 open positions successfully and more than 14 hired employees continue to work successfully in these positions to this day.
Before the war in Ukraine, I closed the position of .Net Team Lead in 2 weeks.
Developed and described part of the company's corporate culture (Vision, goals, values, etc.)
Within 8 months of being a Sales Manager at Vodafone, when training for beginners fell on my shoulders, they all passed the test and had a performance level 13% higher than other beginners. Due to the use of complex tests and metrics of HR analytics, staff turnover in our department has decreased by 28% and productivity has increased by 9%.
My job expectations are to become part of a friendly team of professionals that offers people their dream job at a company that offers not only a career but also professional growth."
hr,"Head of HR and Recruiting
Cody Ukraine LLC [ 01/12/2024 – Current ]
City: Wroclaw | Country: Poland
• Develop and implement HR strategies aligned with business goals.
• Oversee employee lifecycle processes (hiring, onboarding, development, retention, oboarding).
• Establish and maintain company policies, procedures, and compliance with labor laws.
• Foster a positive company culture and improve employee engagement.
• Manage performance evaluation processes and employee development programs.
• Handle conflict resolution and employee relations.
• Develop and execute recruitment strategies to attract top talent.
• Lead and manage the recruitment team, ensuring ecient hiring processes.
• Optimize sourcing strategies, including job boards, social media, and networking.
• Oversee interview processes, candidate assessments, and selection.
• Improve employer branding and enhance the candidate experience.
• Track hiring metrics and optimize the recruiting funnel.
• Collaborate with department heads to understand stang needs and workforce planning.
HR Generalist
Cody Ukraine LLC [ 27/09/2023 – 01/12/2024 ]
City: Wroclaw | Country: Poland
• Oversee the full employee lifecycle, including onboarding, development, and oboarding.
• Maintain and update HR policies, ensuring compliance with labor laws and company regulations.
• Support employee relations by addressing concerns, resolving conflicts, and fostering a positive work
environment.
• Assist in performance management processes, including evaluations and feedback sessions.
• Coordinate training and development programs to enhance employee skills and career growth.
• Support company culture initiatives, employee engagement, and well-being programs.
• Assist in the recruitment process, including job postings, candidate screening, and interview coordination.
• Handle HR documentation, such as contracts, policies, and employee records.
• Support HR projects, including diversity & inclusion initiatives and company-wide events.
Global Supply Chain Manager
Agrokormexport LLC [ 01/08/2022 – 25/09/2023 ]
City: Zaporizhzhia | Country: Ukraine
• Develop and implement global supply chain strategies to optimize eciency and reduce costs.
• Analyze supply chain data to identify trends, risks, and opportunities for improvement.
• Ensure alignment between supply chain operations and business objectives.
• Oversee international logistics, transportation, and distribution to ensure timely deliveries."
hr,"5 years of experience in hiring full cycle from search to registration and support through processes Hr
2024-2025  Hr organizations Handicap Humanity
2021-2023 - IT technical рекрутер /Hr- Company - Zenbit
2020-2021 - IT recruiter-researcher-freelancer for SoftServe etc
Experience in closing technical and administrative vacancies, all stages of hiring a professional specialist, from posting vacancies on resources, to submitting documents for registration of a candidate, foreign markets.
technical stack: node js, react, react native, next, nest, java, java/kotlin, devops, qa, flutter, Amplify
Administrative: manager, account manager, content marketer, digital marketer, project manager
1) Create instructions for recruiters
2) search for candidates on our and overseas markets for additional special resources and sites such as: linkedin, djinni, work ua, Telegram, github, gitlab  rabota
3) Publication of available vacancies in the labor force
4) Maintaining a candidate database in the Huntflow and Trello system
5) Selection of suitable candidates and carrying out visits to check the sputtering skills and technical part
6) Organization of technical interviews with technical specialists and candidates
7) Sending the agreement to the candidate, all stages of the meeting, preparing the candidate before entering the HR
8) monthly report
9) automation and optimization of recruitment processes
10) Candidate onboarding
11 ) Connection to the company's CRM
12) Order equipment and everything you need for work
13) one to one
14) Implementation HR practices.
15) Corporate culture
16) Motivation and training
17) Personel assessment
18) Bonus calculation
2018 - 2019 - IT company ISD (America's insurance market)
Specialist from data entry and processing
checking for insurance coverage, reconciling payments, choosing a new provider, checking insurance history
2015 - 2018 - manager for the sale and support of projects in the IT company WMI (directly - creation and promotion of websites)
Responsibilities included:
1) Processing of input signals for the provision of company services
2) Creation and management of a powerful client base In CRM, creation and management of applicant base
3) Incoming and outgoing calls to clients
4) Product Introduction
5) Site audit with the help of paid and free services
Building recruiting /Hr processes, searching for candidates using various sources and tools, conducting the technical part of the interview, organizing interviews with the customer, building a hiring funnel and assessing the effectiveness of hiring
I have recommendations
Нових можливостей и росту"
hr,"9 років в сфері управління персоналом,
Досвід роботи HR/Recruiter в міжнародній FMCG компанії (більше 1500 осіб),
Успішний досвід закриття вакансій всіх рівнів,
Знання основних технологій пошуку, підбору персоналу, мотивації, онбордингу, 1-2-1...
Організація та проведення корпоративних та навчальних заходів, ассестмент центрів, intern програм…
Участь в оновленні реферальної програми, онбординг платформи..."
hr,"June, 2022 — November, 2024
HR People Partner
Krakow, Poland
• Conducted 100+ onboarding sessions for new employees and introduced a final onboarding review
meeting to assess adaptation.
• Analyzed reasons for employee turnover, conducted Exit Interviews, and implemented improvements.
• Enhanced the 1:1 meeting system, improving employee engagement and reducing turnover risks.
• Established partnerships with organizations such as Caritas, BUR, and DOU, strengthening the company’s
employer brand and positioning it as a socially responsible business in the market.
• Led the end-to-end development and implementation of an HR chatbot on Microsoft Teams, automating
employee request management, improving response time, and integrating with internal HR systems to
enhance workflow efficiency.
• Contributed to the development of a performance management system, including goal-setting
frameworks and regular feedback sessions.
• Collaborated with department management on HR policies and team development.
Relocation Manager
• Opened the first office abroad, established a relocation hub, and managed the full employee relocation
process.
• Provided consultations and essential contacts for residence permits (Karta Pobytu) and business
registration (FOP) in Poland and Spain.
• Developed guides and informational materials to support employees in adapting to a new country.
• Built an international employee community, ensuring smooth integration into the company.
2021 — June, 2022
HR Manager
Odessa, Ukraine
• Developed the company’s HR branding.
• Implemented a 1:1 meeting system, improving team engagement.
• Organized 5+ corporate events, strengthening team culture.
• Successfully filled a few key positions: PHP Team Lead, 3D Visualizer, QA Engineer, Frontend Developer.
• Boolean Search, Google X-ray, LinkedIn, GitHub, Stack Overflow.
July, 2020 — March, 2021
HR Manager, PR & Event Coordinator
Odessa, Ukraine
• Implemented a 1:1 meeting system to improve engagement.
• Launched employee training programs, enhancing professional development and internal knowledge
sharing.
• Developed and executed PR strategies to enhance brand visibility.
• Organized corporate and public events, ensuring seamless planning and execution.
• Managed social media and promotional campaigns, increasing customer engagement.
• Built partnerships with local businesses and media to boost brand awareness.
• Coordinated internal and external communications, aligning them with company goals.
- Established partnerships with organizations such as Caritas, BUR, and DOU, strengthening the company’s employer brand and positioning it as a socially responsible business in the market.
- Led the end-to-end development and implementation of an HR chatbot on Microsoft Teams, automating employee request management, improving response time, and integrating with internal HR systems to enhance workflow efficiency.
- Opened the first office abroad, established a relocation hub, and managed the full employee relocation process.
- Provided consultations and essential contacts for residence permits (Karta Pobytu) and business registration (FOP) in Poland and Spain.
- Developed guides and informational materials to support employees in adapting to a new country.
- Built an international employee community, ensuring smooth integration into the company.
- Opened the first office abroad, established a relocation hub, and managed the full employee relocation process.
- Provided consultations and essential contacts for residence permits (Karta Pobytu) and business registration (FOP) in Poland and Spain.
- Developed guides and informational materials to support employees in adapting to a new country.
- Built an international employee community, ensuring smooth integration into the company.
- Organized 5+ corporate events, strengthening team culture.
Dear Recruiters, kindly note that I am only considering REMOTE or hybrid positions in KRAKOW. Thank you.
What I want from work:
I want to work on HR projects that bring real value, like improving employee engagement, automating processes, and using modern tools (for example, chatbots or analytics systems). I like working in teams where goals are clear, and I can help make work more efficient and employees more satisfied. I am also interested in projects that help make the company more well-known as a good employer and socially responsible.
What I don’t want:
I want to avoid jobs with too much repetitive work, like manual data tasks (for example, working with large spreadsheets) or processes that are not efficient. I do not enjoy too many meetings without clear purpose, micromanagement from leaders, or too much bureaucracy that slows down work and creativity."
hr,"I prefer working in IT sphere because of IT people. :) Because of their intelligence, interests and
responsibility! Prefer product companies.  And won't work with Russian/Belarusian companies and clients. Among my main
achievements at work, you can cite an example of successful performance of my duties with the absence of any budget for
recruiting and HR.
I prefer working in the IT field because of IT people :) I like their intelligence, interests and responsibility! For more than 2 years of experience with IT vacancies, I have helped many technical specialists an projects to find each other.
Together with the team, we created a Performance Review for employees, helped business owners understand the needs and mood of colleagues by conducting eNPS."
hr,"With over a decade of experience in dynamic technological environments, I specialize in driving organizational and individual growth through strategic HR Management and prioritization.
My areas of expertise include:
HR Business Strategy: Designing and implementing impactful HR solutions that align with organizational objectives, enhancing workforce efficiency, engagement and performance.
Data-driven HR Solutions: Utilizing analytics and advanced forecasting techniques to guide decision-making, monitor key HR metrics, and drive measurable improvements.
Stakeholder Relationship Building: Enhancing processes and ensuring operational excellence while building and maintaining strong, collaborative relationships with key stakeholders.
Innovative Leadership: Fostering a culture of continuous improvement by advocating for innovative solutions and advancements in HR Management practices.
Global Collaboration: Partnering with diverse teams and clients across Europe, Latin America, and the United States to align HR strategies with organizational goals and global initiatives."
hr,"В 2020 році почала працювати в німецькому стартапі як Recruiter/HR Manager, де 80% часу займав рекрутмент ( мілітарні проєкти з релокацією в Німеччину). За півроку перейшла в агенство Indigo Tech Recruiters на роль сорсера. Працювала здебільшого з екосистемою Logitech, шукаючи кандидатів на позиції сіньорного рівня та менеджменту.
Перейшла в компанію GR8 Tech, де вела пошук українських спеціалістів, які виїхали за межі України (Європа), також на Кіпрі.
В даний час знаходжусь в пошуку ролі Senior/Lead Sourcer. Обожнюю автоматизацію процесу, «копатись» в метриках, скрейпити дані, шукати нові шляхи пошуку і ділитись усім цим з колегами.
Працювала з такими компаніями, як Logitech, Mevo, Twitch, Rheinmetall, Sennheiser, Daimler, Ableton, Native Instruments, Neon, BaFood, ще кілька цікавих компаній, які поки що не можу озвучувати. Останнє місце роботи за контрактом NewGMedia
Очікую на співпрацю в компанії з дорослим та адекватним менеджментом,  де є прозорі процеси, і в якій був би можливий ріст. Також зрозумілий план чи road- map відносно результатів моєї роботи. Цікавлюсь автоматизацією для оптимізації процесів, скрейпінгом і менторингом. Хотілося б попасти в команду, в якій є розуміння команди ( це в ідеалі) і де роль сорсера є на рівні з роллю рекрутера."
hr,"I am qualified HR Manager with 6 years of experience in IT industry, passionate about data analytics and work with people. Important skills: HR administration,HR analysis, Onboarding, Employee relations, Working on projects, Policies creation etc."
hr,"HR and Recruitment Professional Business Partner since 2017 with experience in IT outsourcing companies and FMCG.
- Lead staffing processes in 7 countries (onboarding new team members, investigating the labor market, staffing strategy)
- Stakeholders management
- Resources planning and allocation
- Conduct training, mentoring, and knowledge exchange
- Coordinate execution of the following process: onboarding, trial management, performance appraisals, retention risks management, rotations, service terminations
- Provide department-required reports, metrics, and information"
hr,"Привіт! Я HR менеджер з питомим досвідом роботи у рекрутингу. Маю компетенції в управлінні персоналом у e-commerce компаніях від 20 чоловік, де я виконувала роль HR generalist так і в компанії до 200 працівників, де я була у ролі HRD. Досить тривалий час я працювала в рекрутинговій компанії і на своєму рахунку маю більше 300 закритих вакансій середнього та топового рівня. Я маю навички гарної вербальної аргументації та простої комунікацї з людьми. Люблю працювати з компаніїями, які мають стратегічне бачення, та тяжіють до постійного розвитку. Відкрита до нових ідей та розширення власної парадигми.
Рекрутинг (повний цикл)
Мотивація та стимулювання
Визначення та пошук талантів
Стратегічний HR
від 1500 долл."
hr,"Більше 5 років досвіду роботи в HR.
• Автоматизація процесу рекрутингу;
• Впровадження HR-системи;
• Ведення повного циклу підбору - від створення заявки на вакансію спільно із замовником, - до виходу на роботу працівника;
• Надання консультаційної підтримки керівникам департаментів з питань персоналу;
• Контроль проходження випробувального терміну прийнятими працівниками;
• Проведення 1:1 зустрічей на етапі адаптації новачка, (зворотній зв'язок від працівника та керівника);
• Запуск та супровід системи дистанційного навчання та тестування;
• Управління HR бізнес-процесами: адаптація, розвиток, навчання, мотивація персоналу
• Підтримка внутрішнього та зовнішнього HR-бренду;
• Розвиток корпоративної культури компанії.
• Автоматизація процесу рекрутингу;
• Впровадження HR-системи."
hr,"About me:
- People-oriented person with a passion for HR, love for challenge, and initiative.
- English level — Upper-Intermediate (spoken/written)
- HR Specialist with 3 years of experience
- Partially Recruiter for 2,5 year
My experience
As an HR:
-Onboarding, one-to-one meetings with employees, exit interviews (full HR cycle)
- Creating development plans for employees
- Conducting a performance review
- Creating all HR processes from scratch
- Creating a handbook for employees
- Experience with corporate parties
As a recruiter:
- Managing the full cycle of hiring talents
- Publishing vacancies on various job search portals.
- Search for candidates through various portals, databases
- Candidate’s screening
- Conduction of interviews with candidates
- Preparing and supporting the job offers
- Maintain candidate databases"
hr,"I have three and a half years of HR experience in an IT company. I started as an Office Manager and now work as a People Partner and Event Manager. My main tasks include:
- supporting the entire employee lifecycle (onboarding, 1:1 meetings, offboarding, motivation, and routine requests);
- maintaining HR metrics and systems;
- organizing events and business trips;
- arranging employee benefits.
- working with contractors to create new company merch and corporate gifts;
I also work as a Project Coordinator in our charitable foundation, handling procurement for support to the Armed Forces of Ukraine.
Held over 80 corporate events, both offline and online, covering different formats, numbers of participants, and goals.
Launched a fully autonomous office capable of operating during blackouts. Experienced in organizing an effective workspace under conditions of limited resources and strict deadlines.
I'm looking for an HR role in a team with strong employee relationships. I value companies that support social initiatives and offer a friendly atmosphere. Remote work is important to me for work-life balance, though I’m open to occasional office visits. I seek a competitive Salary and opportunities for training and development.
I prefer not to work in environments with micromanagement or authoritarian styles. I want to be able to share my opinions and not follow orders blindly."
hr,"For 2+ year I have been working in Hacken (Web3 Cybersecurity Auditor) as HR Specialist. I was responsible for pre-boarding, onboarding, and offboarding processes, conducting 1-1 meetings with team members and exit interviews. I contributed to the development of the company's handbook, people policies and the preparation, and distribution of the company's newsletter. I have also contributed to organizing team-building events, development, and implementation of comprehensive people policies, to the design and distribution of company merchandise to employees worldwide. During this time I have mastered such tools as PeopleForce, Slack, Atlassian, Trello, Notion, G Suite, DocuSign, and Mailchimp.
Managed the successful onboarding process of 100+ employees (prepared comprehensive contracts, created corporate accounts, onboarding plans, conducted onboarding meetings, issued work assets). Contributed to organizing team-building events, including two parallel winter gatherings in Bukovel and the Italian Alps, hosting 100 employees. Contributed to the development and implementation of comprehensive people policies. Contributed to the development and systematization of the company's comprehensive handbook, serving as a go-to resource for employees and a cornerstone of organizational knowledge. Successfully managed the end-to-end process of medical insurance for employees in both Ukraine and Portugal. Contributed to the creation and distribution of the company's newsletter. Curated content that highlighted noteworthy achievements, celebrated milestones, and communicated important announcements, ensuring that employees remained informed and engaged. Managed the company's suite of SaaS applications, including G Suite, Atlassian, Slack, and PeopleForce, ensuring smooth operations and optimal utilization of these critical platforms.
Contributed to the design and distribution of company merchandise to employees worldwide."
hr,"HR Team Lead 05.2016 - present.
Responsibilities:
•	Support of business processes in the company;
•	Development of departmental strategy and planning in line with company objectives;
•	Budgeting for initiatives, training, and events for half a year/year;
•	Planning staff training according to recruitment schedule and budget, sourcing providers, trainers, organizing training sessions;
•	Market analysis for workforce planning and training schedules based on analytical reports and company needs;
•	Tracking candidate activity based on seasonality, universities, etc.;
•	Preparation of the department for annual certification audits according to ISO 9001:2015 standards, risk management;
•	Recruitment of personnel at all levels (administrative, engineering, IT), full cycle;
•	Formation of talent and professional reserves, creation of candidate database;
•	Conducting Welcome training and adaptation process;
•	Development of new and adaptation of existing job descriptions and departmental procedures;
•	Maintenance of loyalty program, analysis of employee satisfaction and engagement;
•	Organizing and conducting corporate, sports, and charitable events in the company, fostering corporate culture;
•	Employer brand development, especially in universities (social networks, competitions, job fairs, etc.), work with EVP.
•	Implemented over 40 corporate, training, sports, and charitable events and projects (participants ranging from 15 to 860 persons);
•	Organized more than 20 engineering training groups of various sizes (3 to 25 persons);
•	Created new ""Code of Business Ethics"" and ""Corporate Rules"" for the company;
•	Conducted over 3000 interviews with candidates;
•	Developed ""Welcome"" training program from scratch, adaptation table, and employee referral program;
•	Personally developed over 10 new job descriptions and departmental procedures;
•	Created an online knowledge base for recruiters and HR;
•	Successfully passed annual certification audits for QMS ISO 9001;
•	Conducted annual ""Satisfaction Survey"" and analyzed metrics;
•	Created loyalty program for employees (Sports Program)."
hr,"12+ years experience in HR, 3+ years experience in management positions. Experience in top 5 IT outsourcing companies, local and global companies, and product companies.
I am currently the Head of РR at an IT product company in Ukraine (HQ - SF).
HR skill set:
- Development and implementation of the company's HR strategy
- Setting up of HR processes (full life cycle of an employee in the company - recruiting, onboarding, adaptation, career development, training, rotation, promotion, evaluation, correction of deficiencies, termination)
- Strong leadership skills
- Building successful communication with multiple levels of management
- Management of budgets, compensation and benefits systems, motivational programs
- Analytics and statistics, KPIs, project management
- Training programs, leadership training, team building, coaching
Successful experience in hiring employees of different levels and expertise, successful in building an internal training department.
I believe that there are no former recruiters, just as there are no impossible things. Paying great attention to meaning, communication, true reasons for things, and asking lots of questions. I believe that people and processes are important to the company, transparently built processes and communication are a big part of an employee's successful experience with the company. Struck a lot of bruises in the process, an eager reader of books.
- Created and successfully implemented BSP Ukraine
- Implemented Bootcamp project for Junior DevOps specialists together with IT school (hired 5 Juniors)
- Increased employee retention rate (from 45% to 75%)
- Stabilized, simplified internal company processes
- Created description of internal processes and procedures
- Stabilized budgeted compensation and benefits costs
- Implemented Jira to track HR tasks
- Established the structure of communication within the Location
- Trained new managers in feedback skills, 1х1 meetings  skills, analytics
- Coached key employees
- Win-win rotations
Definitely NOT:
- micromanagement
- quantity, not quality"
hr,"For 4+ years I’ve been providing a full-cycle recruitment process starting with preparing hiring maps for hiring managers to leading the candidate throughout the recruitment process until signing the offer. I communicated with hiring managers and the international clients of the companies I worked for. I closed different positions from junior to C-level both technical and non-technical. Also, I held some HR processes (on-/off-boarding, 1-to-1 meetings, event planning, and coordination). I also have experience in close cooperetion with L&D department (developing soft and hard skill trainings from scratch, conducting presentations, communication with representatives of educational institutions). I am eager to apply my experience and professional skills to solve new, complex tasks. At my job, I am hoping to grow professionally, as well as develop myself and meet new people.
I held from 12 to 25 vacancies at the same time, which were successfully closed.
I created and held soft skills trainings for employees (from junior to senior/team lead level) and students. They covered topics about communication, 1-to-1 conduction, on-/off-boarding processes; presentation, negotiation skills, also how to do the first steps in your career (how to make CV and prepare for the interview)"
hr,"Passionate and dedicated professional with a strong ability to collaborate with diverse teams, manage change, and provide personalized support. Adept at creating insightful reports and delivering impactful presentations. Known for building strong relationships with managers and contractors, enhancing communication and teamwork. Experienced in mentoring colleagues and handling sensitive situations with care. Skilled in facilitation and coaching, fostering a dynamic and inclusive workplace. Environmentally conscious and actively involved in social initiatives, currently supporting volunteers and families in need. Seeking a role to enhance company value through process improvement and employee support.
Built a knowledge database for the recruitment department
Primary People Partner for a unit, establishing strong communication with the
Unit Head and managers
Improved company processes, including enhancing people reports with the
analyst team and adapting onboarding processes to quarantine and war
conditions
Reduced staff turnover from 17% to 14% in five months
Created presentations for junior resource managers
Supported newcomers and maintained employee engagement
Decreased high and medium-risk employee turnover from 21% to 16%
Improved performance of low-performing employees"
hr,"A seasoned HR and recruitment professional with over nine years of experience, I specialize in building and optimizing recruitment processes, leading teams, and aligning talent acquisition strategies with organizational goals. My expertise spans full-cycle recruitment for diverse roles, including critical leadership positions, across global markets such as Europe, Central Asia, and Latin America.
I have a proven track record of designing and implementing scalable recruitment frameworks that enhance efficiency, reduce time-to-hire, and improve key hiring metrics. My technical proficiency includes building and automating ATS systems, leveraging analytics tools for data-driven decision-making, and crafting employer branding strategies to attract top-tier talent.
Known for my ability to lead high-performing teams, I excel at mentoring, performance evaluations, and fostering collaboration. I am committed to creating seamless candidate experiences and aligning recruitment operations with organizational priorities. My approach combines strategic planning, stakeholder engagement, and a focus on continuous improvement, making me an adaptable and results-driven specialist in the field."
hr,"Recruitment & HR professional with 14+ years of experience in IT. Worked for product, outsourcing, outstaff companiesstart-ups, local and global companies, business niches with multicultural environments.
Responsibilities:
-Led the full employee life cycle in the company step-by-step: recruitment, engagement, adaptation, development, retention, and termination. Acted as a change agent;
-Recruitment: search, interview, selection (100% vacancy closure in sprints), candidate databases, talent pool formation; Boolean Search, X-ray, LinkedIn, Djinni, etc.
-Adaptation: participated in the development and implementation of adaptation and mentoring systems from scratch;
-Development, training, evaluation: contributed to creating a self-learning structure, PDP, organized training sessions, seminars, certifications, appraisals, feedback, etc.;
HR analytics: metrics, reporting, HR budgets, planning, eNPS, market monitoring and analysis, turnover, hiring time and cost, surveys, etc.;
-Automation: E-Staff, 1C;
-Retention: participated in the development and implementation of motivation, retention, rotation, and grading systems;
-HR documents: developed and implemented policies, competency resume_classifier, job profiles, checklists, process descriptions, etc.;
-Meetings: 1:1, Welcome training, ad-hoc meetings, problem-solving, daily meetings, Exit Interview, Performance Review, retrospectives, brainstorming, etc.;
-HR brand: maintained corporate culture, worked with EVP, developed merchandise, conducted conferences, job fairs;
-Corporate events: developed and conducted meetups, training sessions, seminars, team-building activities, etc.
Achievements:
- launch Leadership development: competency model, appraisal, PDPs, coaching, training
- HR processes from scratch
- implemented HR metrics: time to hire, cost of hiring by
Category, turnover, overtime, loyalty, changes after training, etc.
Certification SPHR
Certified & Practicing Coach ""Transformation Coach""
Certified & Practicing Change Manager Professional
Certified & Practicing Mediator
Certification «Management 3.0»
Certification ""Business process management""
Сertification “ICAgile Certified Professional (ICP)”"
