Category,CV
devops,"- Introduced Gitlab Geo into geographically distributed system and automated spin up and failover procedure with Ansible playbooks.
- Developed a simple bot with Golang to track Github releases and send updates to Slack channel.
- CKAD
- AWS Certified Solutions Architect – Associate
- Project 1
Migrated NodeJS microservice infrastructure from DO to GKE. Used terraform to spin up whole GCP infrastructure, Gitlab CI with runners autoscaling for deployment automation and Helm for k8s deployments.
- Project 2 
Worked on supporting and improving Gitlab Enterprise infrastructure for client in telecommunication field. Introduced Gitlab Geo into the project. Intensively used Ansible for infrastructure configuration.
- Project 3(current)
Systems: unis-based only. No Windows.
Clouds: AWS, GCP

Would love to work with onprem/bare-metal K8S clusters."
devops,"Building CI/CD for NodeJs web tool using Terraform, Ansible, Jenkins, SonarQube, AWS services.
Project Description:	
Tranning on the  project in SoftServe IT Academy. Project consisted of building CI/CD for Java/NodeJs projects using DevOps tools.
Customer:
	SoftServe IT Academy
Involvement Duration:	
	3 months
Project Role:	
	Team member Devops
Responsibilities:
	Implementing:
	source code management tools;
	continuous integration tools (build status);
	continuous testing tools;
	artifact repository, application pre-deployment staging;
	release approvals, release automation;
	infrastructure configuration and management, infrastructure as code tools;
	applications performance monitoring;
Project Team Size:	
	7 team members
Tools & Technologies:	
	AWS, Ansible,Terraform, Docker, Mariadb, TomCat, KVM, GitHub, ELK Stack, Java, NodeJs, SonarQube, Zabix, Mysql, Jesnkins etc.
"
devops,"Migrated on premises infrastructure to AWS
Provisiond and managed infrastructure using IaC
Improved scalability and availability by using microservices and containerization
Prepared and executed DR strategy plans
Implemented and maintained CI/CD pipelines 
Integrated monitoring solutions
Project Investment Collaboration platform:
Migrated on premises application, infrastructure, CI/CD to AWS.
Rewrote monolithic app to microservices.
Deployed and run services on containerization platform in the cloud.
Prepared and executed DR exercises
Integrated monitoring solutions.
Implemented and supported backend features.
Supported lower and higher environments.

Project AI and Analytics cloud-based platform:
Implemented and supported cloud based solutions
Integrated monitoring solutions
Prepared and Executed DR exercises.
Ensured reliability of microservices.
Supported lower and higher environments.
Place for a professional growth.
Latest techstack.
Involved and collaborative team.
Competitive salary."
devops,"Working at Amazon as System engineer. Experienced with finance projects, system deployment, Business Intelligence engineering. Customer oriented, proactive, quick learner
Project management, 
AWS
System engineering 
Networking
Business analysis
Data analysis,
Ml algorithms,
MS SQL
Power BI ,
Sisense,
Jira,
Scrum
Excel Advanced,
Looking for freelance fixed term projects and/or IT consulting."
devops,"Succesfully competed Java Course in Soft Serve Academy.Where i receive such technical skills as:
Frameworks: Spring, Hibernate.
RDBMS: PostgreSQL,MySQL
Web: HTML,CSS,HTML,JSON.
Development Tools: Intellij IDEA,Maven,Git.

Succesfully competed AWS Cloud Practitioner Essentials Course.
Project Manager - Template Monster
My responsibilities:
-Coordinate internal resources and third parties/vendors for the flawless execution of projects
-Develop a detailed project plan to track progress
-Planning and developing the project idea.
-Ensure Satisfaction with Stakeholders
-Performance evaluation of the project.
-Track project costs in order to meet budget
"
devops,"setup Drone CI on AWS with AWS ASG and developed a custom autoscaler based on job queue per runner
PROJECT: ML/ AUTONOMOUS MOBILE ROBOTICS
CONTRIBUTION:
 Collaborated closely with the team lead and project manager in all aspects of sprint and release
planning.
 Successfully migrated CI/CD from on-premise Teamcity to Drone CI on AWS cloud
 Developed custom Python scripts for autoscaling in Drone CI.
 Managed AWS infrastructure, including EC2 instances, Lambda functions, and Auto Scaling Groups.
 Automated various tasks using Linux and bash/python scripting.
 Utilized Jetson Nano, Jetson AGX, and Jetson Orin devices for building and deploying machine
learning applications.
 Set up monitoring using Grafana, Loki, Prometheus, Minio, and Nginx proxy.
 Created and executed rollout plans and rollbacks for software product and service releases.
 Built and configured new infrastructure for the solution.
 Troubleshot day-to-day user issues on all environments.
 Successfully migrated from MySQL 5.7 to MariaDB 10.11.
PROJECT: SPORT BETTING/GAMBLING APPLICATION SUPPORT
CONTRIBUTION:
 Document issues; put together information about procedures used on a repeated fashion
 Gathering information from different sources and then cross-referencing it in order to attain a
resolution to production incidents;
 Work in cooperation with different teams such as: Development, DevOps and Support teams to
escalate, troubleshoot and resolve complex issues;
 Regular pro-active review and tuning of monitoring systems based on business needs and production
incidents;
"
devops,"I have four years of experience in infrastructure, software development, and DevOps. Proficient in AWS, GitLab CI, Docker, Kubernetes, Terraform, and in developing CI/CD pipelines. 
I was involved in the entire software development life cycle, including architecture design, and product delivery. I created diagrams and project-related technical documentation.
I am eager to learn new technologies.
Project: ML platform for image processing (1 year)
Role: Middle DevOps engineer
Responsibilities: creating Helm charts for microservices. Infrastructure testing using Go scripts. Package creation for on-premise deployment. Supporting environments and infrastructure, Postgres Operator implementation.
Stack: Azure, Terraform, Kubernetes, Helm, on-premise, Python, Bash, Go, InfluxDB

Project: Critical infrastructure internal apps (6 months)
Role: DevOps Consultant/Manager/Lead
Responsibilities: SDLC setup for developers. Migrating from Windows to Linux servers. Educating developers on DevOps culture. Monitoring setup. Working closely with the security team. The best security and GitOps practices implementation.

Project: Hotels and flights booking app for the Australian market (4 months)
Role: DevOps engineer
Responsibilities: CI/CD for AWS EKS deployments. Infrastructure budget calculations. App and services (ElastiCache) scaling configuration. Moving infrastructure to Terraform. Monitoring and alerting setup.

Project: Online store building app (2 months)
Role: DevOps engineer
Responsibilities: work closely with developers, infrastructure setup, configuring IaC, security audit, backup process, and Dockerizing apps.
Stack: GitHub Actions, Digital Ocean, Docker, Laravel, Vue.js, 

Project: IoT platform (1 year)
Role: Junior DevOps engineer
Responsibilities: creating CI/CD pipelines. Integrating linters, static code analysis, and security testing (SAST, DAST, Docker images scanning) to CI/CD process. 
Stack: AWS, Terraform, GitLab, Jenkins, Bash, Docker, Kubernetes, ELK stack, Prometheus, Grafana, Java. 

Project: Voluntary app for Monobank jar aggregating (1 month)
Role: Software Engineer
Responsibilities: creating CI/CD pipelines for code linting, frontend, and backend building. Creating a cross-platform UI using Flutter. Choosing the best infrastructure solutions.

Project: Restaurant Company (1 year)
Role: Head of IT department
Responsibilities: leading a team, task decomposition. Maintaining high availability restaurant systems. Making decisions about all IT infrastructure in the company. Communicating with other departments and helping them with processes digitalization.
I would like to work with a team of skilled engineers. I want to bring value to the team and to the project."
devops,"
Project name: Event payments platform
Involvement duration: 10 months
Project role: System/DevOps engineer
Project team size: > 15
Tools and technologies: AWS (EC2, S3, AWS Backup, CloudWatch, RDS, VPC), Ubuntu, TeamCity, Gitlab, GitlabCI, PostgresSQL

Project name: Platform for global travel group
Involvement duration: 2 years
Project role: System/DevOps engineer
Project team size: > 50
Tools and technologies: Azure (VMs, Azure SQL, Blob containers, Azure Backup), Octopus Deployment, IIS, site-to-site VPN 

Project name: Financial app of credit card lender
Involvement duration: 6 months
Project role: DevOps engineer
Project team size: > 15
Tools and technologies: VMWare vSphere cluster (VMs, NSX, AWS-to-VMWare NSX site-to-site vpn), Gogs (self-hosted git), CentOS, nginx, OpenJDK, MySQL, Percona cluster, haproxy, keepalived

Project name: Car rental platform 
Involvement duration: 6 months
Project role: DevOps engineer
Project team size: > 10
Tools and technologies: Ubuntu, nginx, Jenkins, github, MySQL

Project name: Web-based translation environment
Involvement duration: 6 months
Project role: DevOps Lead
Project team size: > 40
Tools and technologies: .NET Framework and .Net Core deployments (Octopus, IIS, MSSQL), Azure (VMs, Load Balancers, Azure SQL, Storage accounts, Azure Backup, Azure Application Insight, Azure Firewall, Azure AD, Azure SSO app), Gitlab, GitlabCI, Windows Servers 2012/2016, Ubuntu, Debian, haproxy, Redis, ELK (Elasticsearch, Logstash, Kibana) cluster (index, templates, aliases, replicas etc), postfix (SPF, DKIM), bind9 (DNS), OpenVPN server

Project name: Voice recognition system
Involvement duration: 6 months
Project role: DevOps engineer
Project team size: > 10
Tools and technologies: AWS (EC2 [hibernation], Route53, VPC, S3, IAM, AIM, CloudWatch, Load balancers), Ubuntu, Overnode (Docker, docker-compose cluster), Docker Registry (self-hosted Docker hub), Jenkins, Bitbucket (git, webhooks), bash scripting (backups, monitoring, custom failover service), YARP (L7 load balancer, grpc), nginx, Loki, Prometheus, Grafana
"
devops,"devops
Project Role:	Devops
Responsibilities:	•	Full setup project in kubernetes kubespray on virtual machines, 
•	kubernetes, monitoring – Prometheus-grafana, setup high availability ipvs
•	writing microservices for devops issues
•	creating ci faces via gitlab and Jenkins
build docker images for app and services based on alpine and windows
•	write documentation
•	mitting and solving problems
working wih such tools as jenkins ci, gitlab-ci, kubernetes, aws-ec2, google cloud, sonarqube
Project Team Size:	8-10 team members
Tools & Technologies:	Nodejs, go, bash, docker, circleci, gitlabci, JDBC, Web Services nginx, IIS, MSSQL Server, 
Postresql, api, ansible, sonarqube, dotnetcore app, jenkins, AWS EC2, Google cloud, 
Linux alpine/centos IPVS keepalive, nginx - loadbalance, gitlab-runner, 
Prometheus/ElasticSearch/Grafana, windows server 2012/2016/hyper
	
	
Project Description:	Nitralabs
Customer:	Nitralabs
Involvement Duration:	2 years
Project Role:	Devops
Responsibilities:		deal with support solving trouble ticket system and other received client’s tasks, 
	monitoring system, debug php; Writing CI/CD phases for the projects, 
	using for this circleci, codeship, docker hub registry/google registry and 
	bitbacket  pipelines; project migration between servers, installation of services, 
	writing microservices use nodejs, bash, go, python. 
	Works with own project - ecosystem developing composed of 
	microservices nitraproxy ( https://nitra.ai ). Monitoring: docker logentries, 
	newrelic
Project Team Size:	25-30 team members
"
devops,"
Projects and tasks:
Developed and implemented DevOps automation systems.
Managed cloud-based infrastructure (AWS).
Configured and maintained monitoring and tracking systems(Zabbix, CloudWatch, ELK).
Investigated and resolved infrastructure issues(Linux, Windows).
Developed and implemented new technologies and tools.
Technologies:
Linux, Windows, Bash, Kubernetes, Docker, Ansible, Terraform, Jenkins, Zabbix, ELK, MySQL, PostgreSQL, AWS, Nessus, BlackDuck, Polaris
"
devops,"
Projects that focus on micro-service architecture 
Technology stack: Kubernetes, Docker, Jaeger, HAProxy, Nginx, PotgreSQL, RabbitMQ, Redis, Etcd, Consul, GitLab, 
Gitlab runner, Jira, Confluence, Nexus, Vault, Ansible, Node.js, Terraform, Vmware, ELK Stack, Zabbix, Prometheus, Kafka, Zookeeper, Nifi
Full Time, remote, relocate"
devops,"
Provided live support for ongoing operation of clients' shared, virtual, and dedicated servers.
Buzzwords: CentOS/Ubuntu, LAMP, Bash, LEMP.

Then, created CI/CD pipelines and related items for client and internal applications in compliance with established practices.
Buzzwords: Bash, CentOS/RHEL, Chef, Docker, Groovy, Jenkins, Python.

Then, maintained 10+ Kubernetes clusters (EKS/AKS); participated in migrating OpenShift infrastructure from 3.x to 4.x, including rewriting templates to Helm charts; implemented extensible CI/CD workflow for a team with 100+ applications; created infrastructure from scratch using Terraform for a project & implemented CI/CD solution almost without downtime.
Buzzwords: CloudFormation, Terraform, Jenkins, Gitlab CI, Docker, Kubernetes, OpenShift, Helm, AWS, Azure, Bash, Python, LAMP/LEMP, ELK/EFK, Prometheus, Grafana, Zabbix.

Azure AZ-103, AWS SAA-C02 certified.
"
devops,"
- Provide support for R&D teams in CI/CD.
- Deployment of applications to stage/pre-production/production
environments.
- Monitoring of production systems, applications, and network performance.
- Participate in the investigation process (in case of any issues/incidents for the application)

Technology stack: Git, GitHub, Bitbucket, Jenkins, Docker, Kubernetes, Helm, Grafana, MySQL, Kafka, ELK, Eureka, Artifactory, Linux

Network Engineer
- Maintaining corporate network infrastructure, measuring and improving infrastructure performance
- Administration and maintaining corporate firewalls
- Administration of Email Security Appliance
- Administration of Cisco ISE
- Administration of Cloudflare
- Deploy and maintain Cisco SD-Access and Firewall Assurance
- Network equipment configuration and troubleshooting (Cisco, D-Link, Extreme)

Technology stack: Palo Alto 5220, Cisco Firepower 4110, Cisco Nexus 7000, Cisco 29xx, 37xx, 38xx series catalyst switches, Cisco CES, Cisco ISE, Cisco Umbrella, Tufin SecureTrack, CloudFlare

Network Administrator
- L2 \ L3 switches configuration
- Network monitoring
- Troubleshooting network issues
- The first and second levels of technical support for ISP clients
- IPTV monitoring and troubleshooting

Computer Systems Analyst
- IT risks and IT controls evaluation
- IT-dependent business processes analysis
- Development of recommendations for IT controls
improvement
- DLP system implementation
"
devops,"
Providing communication between offices and remote employees.
Configuring OpenVPN server and clients. 
Using the capabilities of Mikrotik equipment (remote access to the enterprise network using L2TP / IPSec technology).
Assembling and configuring the server for the enterprise.
Planning of the user equipment modernization, control of the software license purity.
Creating documentation of the solutions used.
"
devops,"
Providing technical support. Deploying, configuring, and maintaining Windows Server Virtual machines and Linux hosts. Troubleshooting various network and application issues.Analyzing logs and triaging issues tickets to identify the root cause. Maintaining technical documents and standard operating procedures. Improving application reliability and quality of the system. Experience with load balancing (NetScaler, HaProxy). Working with monitoring systems such as Dynotrace and Splunk. Using PowerShell scripting for resolving different tasks and troubleshooting, updating web certificates for sites and etc.
"
devops,"
Provision of environments through infrastructure as a code, using Terraform, ARM templates
Configuring Azure Devops pipelines
Support environments
Monitoring and configuring Azure infrastructure
Performance optimisation of high load systems
Providing 3rd line support: root cause analysis, development scripts and fixes.
Inspecting logs and .net code, debugging.

az900 certification
"
devops,"
Provision of servers and code deployment using Ansible scripts and Ci/CD.
Development of deployment strategy for AWS, OVH.
Supporting Acquia, Magento Cloud hosted projects.
Writing bash scripts, Ansible tasks and roles. Contribution to internal boilerplates.
"
devops,"
Public clouds: AWS, GCP, Digital Ocean
 Containers and orchestration: Docker, Docker-compose, Kubernetes, AWS ECS 
 CI/CD: GitlabCI, GithubCI, AWS CodeBuild, AWS CodePIpeline, Jenkins, ArgoCD, FluxCD
 Iac: Ansible, Terraform, Helm
 Serverless architecture design and optimization
 Cost optimization
I am waiting for:
1. Interesting tasks
2. Good teammates"
devops,"Developed a staging environment (windows app server, nginx proxy server, mssql db and puppet master for control) creation by one button click using terraform and AWS.
Puppet configuration manager with dozen of custom modules.
CI/CD on Atlassian stack (stash, bamboo, jira). Also have experience with TeamCity and Jenkins. 
Windows/Linux deployment
Windows terminal farm for 400 users 24/7
Windows web application high availability farm with 300k RPM
Hyper-V high availability and disaster recovery
Puppet, Ruby, Powershell
Kubernetes, Docker, Consul
Terraform, AWS
GitLab CI
Redis + ELK
HAproxy, nginx
Sensu, monitoring as code
Hyper-V: HA, DR plans
IIS: highload farm (300k RPM)
Terminal farm: 400+ users 24/7
CI/CD atlassian stack: Stash, Bamboo, Jira, Confluence
Интересует работа с релокацией на Кипр"
devops,"
Python Backend developer. FastAPI, Telegram ChatBots (aiogram).
As a solo freelance backend developer, I've always practiced DevOps tasks, such as CI/CD, infrastructure design and similar.

Technologies I used:
- shell (bash, zsh, sh);
- Docker (docker-compose);
- git (GitHub);
- PostgreSQL;
- InfluxDB + Grafana;
- Redis;
- Selenium;
- nginx;
- AWS (EC2, S3, ELB, VPC, Lambda, Route53, ECR, ECS);
- GCP (App Engine/Compute Engine);
- Terraform;
- GitHub Actions;
- Sentry;
- Ansible.

Python libraries and technologies:
- asyncio;
- FastAPI
- aiogram;
- Pyrogram;
- SQLAlchemy (with async);
- apscheduler;
- aiohttp;
- requests;
- alembic.
"
devops,"Wrote a tool for working conviniently with small environments, which is widely used in my current company.
Automated dashboard creation for graphite/grafana.
Developing an intellectual long-term failure prediction system.
Introduced fully automated MySQL HA in my current company.
Python, bash, Linux, MySQL, Nginx, Apache, LAMP, Redis, Redmine, graphite, grafana, collectd, Debian, Ubuntu, RHEL, DNS, DHCP, SMTP, IMAP, POP3, Jira
I'm looking for a diverse, big project with an important mission, difficult and interesting tasks to solve, strong team of professionals to work with, and ideally contributing to open source. I'm looking for a position where my main responsibility would be to automate infrastructure stuff as opposed to tuning sysctl manually."
devops,"Developed, maintained and updated universal tool for microservice build pipeline based on Jenkins called BBD - Build, Bake, Deploy.
BBD is one entry point for any number of microservice builds on any number of different environment. It allows to fast and stable Build and Deploy new versions of services with out tedious build process for any new stage.

Maintained and updated Python based multitool for build process that allowed simple one entry point for many different tools that is used during build process. Secret collection, build artifacts handling, error alerts, pipeline chain from different environments(Jenkins to Bitbucket, etc), build statistic collection and upload, etc.
Python CICD Automation/Devops engineer Aug 2019 - Dec 2022
Startup ""Withme / TogetherLabs"" from California is an ambitious game project that allow you to create your own avatar and share different social activities with your friends. The project is build using Unreal Engine and available on iOS platforms and has dozens of million active users.
I was a part of CICD team, responsible for most of pipeline configuration, starting from builders, finishing creating Apple certifications for IOS ipa signing. Later I was assigned to the Devops
team and my responsibilities changed to creating, testing and maintaining our new infrastructure using Terraform using IaC approach. Details are below:
 Creating CICD pipelines for building our project using Unreal Engine CLI tool;
 Creating, configurating and maintaining Windows and Mac builders in AWS and
MacStadium
 Create new handlers for our own CICD Python-based tool for many cli usages - like
handling Jenkins rest calls, artifactory upload, Slack notification etc.;
 “On-call” troubleshooting for pipelines
 Migration to the new infrastructure using our own tools for managing microservices
builds using Terraform with AWS provider
 Refactoring codebase of Jenkins pipelines to use one job for building all microservices
from one job for different environments
 Other tasks: i.e. obfuscation of user data in DB, Custom Unreal Engine installer,
spreadsheet generating etc.

Technology stack:
 Game Engine: Unreal Engine
 Hybrid cloud: AWS, MacStadium with VMWare virtualisation
 Orchestration: Kubernetes
 Observability: Prometheus, Grafana
 CI/CD: Jenkins, Bitbucket
 VCS: Git, Perforce
 IaC and Config management: Terraform
 RDBMS: PostgreSQL
 OS: Windows, Mac
 Programming languages: Java, Python, Javascript
 Frameworks: Spring, React etc
Python Engineer, Math calculating
July 2016 – July 2019
Responsibilities:
 development of the game logic
 supporting and implementing new features
 code refactoring
 analysis of players’ behavior
 writing additional auxiliary projects, such as tournaments for games
 bug fixing and 3rd line of the system support
 creating mathematical models and the visualization of player actions for our support
 reverse engineering of the logic of the games of competitors with the subsequent
implementation on our protocols Technology stack:
 Cloud: AWS for deployment
 Task management and team collaboration: Jira, Confluence, Slack
"
devops,"Overall 4+ years of work experience.
Expertise in TPL(Python), Shell Programming, Red hat Linux, FreeBSD, Windows Server.
— created Automation/Monitoring Software
— created corporate public key infrastructure
— created application delivery system
— created mail delivery system 
— created main monitoring system (Zabbix)
— built fail-over cluster(for terminal services)
Python, MySQL, Java Core, Linux, Cent OS, FreeBSD, Mac OS X, AWS, Git, nginx, Apache
Профессиональный рост."
devops,"
QA Engineer
June 2015 - September 2016 (1 year 4 months) Kyiv
    • Manual UI and hardware compatibility testing
    • Customers support as Linux administrator
    • Created and support automate UI testing solution 
    • Created python-based automatic billing data collector
    • Implemented SymmetricDS database collecting system

Full-Stack Developer
September 206 - October 2018 (2 year) Kyiv
    • Support automate Set-Top Box testing software-hardware complex
    • Write groovy testing scripts for new Set-Top Box devices
    • Support product deployment for CentOS and MacOS 
    • Completed Web UI migration from GWT to the JS – JQuery stack
    • Implemented AI-based image analyze tools
    • Provided OCR and image processing tools performance optimization

System Engineer/Developers Team Lead
October 2018 - December 2021 (3 years 3 months) Kyiv
    • Manage multiple projects on Jenkins 
    • Sprints planning and tickets priority evaluation
    • Search and approve hardware updates for the system
    • Provide software and hardware architecture changes
    • Implemented standard Git flow
    • Implemented Scrum processes
    • Designed Jenkins CI pipeline with Selenium tests integration
    • Optimized and automatized deployment
    • Implemented container-based environment for QA team’s purposes
    • Optimized hardware that significantly reduced system price

My main priority always where automation of routine tasks and development/deployment processes optimization. That's a field I'd like to work with like System Engineer/ DevOps
"
devops,"
Qualifications:

Strong understanding of virtualization and hypervisor technologies
Strong networking knowledge of TCP/IP
4 years of experience in a DevOps role
5 years of experience with Linux operating systems
Experience with Terraform, Ansible, CI/CD tools
Experience with containerization technologies (Docker, Kubernetes)
Experience with AWS, Azure DevOps
RHCSA, Cisco CCNA Certified


Responsibilities: 

Developing automation to deploy and manage compute resources both on-premises and in the cloud
Deploying and managing core infrastructure such as databases, monitoring and storage
Collaboration with software engineers to create highly scalable, operable and maintainable products
Engaging in and improving the whole lifecycle of services - from inception and design, through deployment, operation and refinement
AWS stack"
devops,"
Qualified DevOps Engineer offering 1.5 years of progressive experience. Work through
all development life cycle of projects including requirements definition, design, prototyping, testing and maintenance. 
  I work with large volumes of data (more than 300 terabytes of data were processed using the AWS Stepfunction, AWS Lambda, AWS Athena and AWS S3). 
  Team player with good communication skills and able to work alongside teams to define and refine new functionality
"
devops,"
Qualified DevOps Engineer with 4+ years of experience
Strong QA background
Strong analytical and problem-solving skills
Solid skills in CI/CD workflow
Azure/AWS cloud experience
Ansible, Terraform usage
Bash, Python knowledge
Linux troubleshooting
"
devops,"- creating infrastructure from scratch
 - developing and managing huge  NoSQL cluster of Elasticsearch with large (about few Tb) indexes
Raiffeisen Bank Ukraine (Oct 2021 - Dec 2022)
Project description: Highload customer application
Project role: DevOps engineer, SRE
Responsibilities: 
 - maintaining and modernizing legacy CICD solutions
 - migrating workloads from Jenkins + Ansible to AWS + GitlabCI Terraform
 - creating CICD for Android / iOS packages 
 - implementing basic security requirements – SonarQube, linters, etc.
 - writing project documentation
Tech stack: AWS, Terraform, K8s, Jenkins, Ansible, GitlabCI, EL(F)K, Prometheus
---
Spyse (May 2019 - Oct 2021)
Project description: Cybersucurity Search Engine
Project role: DevOps engineer
Responsibilities: 
 - support, monitoring and upgrading very large db (elasticsearch);
 - development, maintenance and optimizing CI/CD pipelines (gitlab, docker);
 - implementing IaC practice (ansible);
 - configuration of monitoring and alerting systems (prometheus, grafana, zabbix);
 - development centralized logging systems (ELK/EFK);
 - improvement security (firewalld, wireguard);
 - debugging golang microservices in k8s cluster;
 - creating and maintenance MQ cluster systems (kafka, rabbitmq);
 - wiriting documentation / creating project mindmap;
 - improvement dev/QA teams members knowledge base;
Tech stack: Elasricsearch, Ansible, GitlabCI, Hetzner, EL(F)K, Prometheus, Kafka,
RabbitMQ
---
OpsWorks (Feb 2018 - May 2019)
Project description: Multiple DevOps solutions for optimizing customer infrastructure
Project role: DevOps Engineer
Responsibilities:
 - DevOps support of worldwide development teams;
 - setup, management and maintainance of cloud deployments (AWS);
 - configuration of centralized monitoring system (zabbix);
 - troubleshooting CI/CD pipelines (jenkins, gitlab);
 - development of automation scripts (python, bash);
 - debugging websites / servers / db’s / network issues (common linux utilities);
Tech stack: AWS, GitlabCI, Jenkins, Zabbix, Prometheus, EL(F)K, Python
- NO gambling
 - NO blockchain
 - NO superlegacy projects
 - YES ML
 - YES BigData
 - YES Gamedev"
devops,"Use of ""Linux"" distributions in schools - Minor Academy of Sciences of Ukraine
Feb 2020

In 2020, as a 10th grader, I wrote and defended a paper in the ""Minor Academy of Sciences of Ukraine""
about the importance of using Linux distributions in schools and took 2nd place in the city in computer science.
Raiffeisen Bank Ukraine | Office Assistant
Apr 2023 - Present 


Brno University of Technology | Administrative Worker
May 2022 - Aug 2022
Working with the LabVIEW program, communication with the team to create device interfaces
"
devops,"SoftServe
    • IT Academy – DevOps School:
         Series PH № 7498/2022
    • IT Academy – DevOps for Unix engineer:
         Series RR № 8348/2022
Cisco
    • CCNAv7: Introduction to Networks
- Real exprience: 1 year as DevOps enginner in MileStep and SoftEngi
- Bachelor's + Master's degree in the specialty ""121 Software Engineering"".
- Company practices: Crowdin, Magnis, StartupSoft.
- Courses: SoftServe DevOps School, SoftServe IT Academy.
(more details in my CV or LinkedIn)
"
devops,"Involve command to understanding infrastructure(DevOps, we broke the wall). All our programmists started to write infra as a code. 6 years of incident driving experience build metrics and acceleration of resolving. Automatization of security testing software.
Rebels.AI===
April 2020 - Present
Involved in three projects:
1) Visual system: I worked there in the experimentation role, developing the architecture of the future system.
Experiments with real-time video streams and frame treatment with OpenCV, NumPy, serializations, and ZeroMQ WebSockets.
2) Immersive spaces: Involved like python backend developer and DevOps engineer.
Research and develop a backend for the generation part of the project (invocate and collect results of model generation) and visual detection (emotion control) and engagement analysis platform (is student stop listening and understanding lesson). The main technologies are python, aiohttp, aiopg, PostgreSQL. Creation deployment and consulting another teammate about CI/CD processes and DevOps practices.
3) Data analysis system with satellite data for monitoring ground changes and ecological conditions of atmospheres and water surfaces. I'm involved as a backend developer and DevOps engineer. My responsibilities are making and deciding the architecture of the project. Creation and administration architecture (VMWare Cloud Director). Backend and data collectors development(python, Flask, MongoDB, cv2, matplotlib). DevOps processes, deployment, and CI/CD (Ansible, Docker)
4) Geodesy visualization project (Node.js, Python, PostgreSQL, Docker)

Jet Infosystems===
February 2020- April 2020
DevOps Engineer
Windows, Jenkins, PowerShell VisualStudio.
Actively participated in presales

Gainee===
DevOps Engineer
October 2019 - December 2019
I just started to clean up the mess. And killing in the bud legacy deployment. The new infrastructure on AWS. With best practice for using AWS service. Internal container registry, vaults.

TraceAir===
Linux and Cloud administrator, DevOps engineer
January 2015 - October 2019 (1 year 5 months)
Automatization of deployment with ansible and python, rise the level of fault tolerance and reduce time to recovering. Clouds cost management. Monitoring. Cloud migration. Docker. Kubernetes.
We break the Wall between Developers and Opses. With wrote infrastructure and diving to product support. Deploy and support the contributor and own company servers,
photogrammetry cluster, web server, GIS servers in AWS structure. Support employees and customers. Administration of the AWS services, DNS, users, roles, security, EC2, S3 and etc.
Deploy and support node.js and java GIS web-servers. Git. Bash
automatization of deploy and backup.
"
devops,"AWS Academy
I  teach quickly, I want to develop in my direction. I am always ready to learn something new for myself.
Received a bachelor's degree from the Aerospace University . I have no commercial work experience. 
During the implementation of my diplom project on the topic ""Interactive website using AR technologies"" I used: 
Layout using HTML / CSS. 
Implemented the logic and rendering of the site using JS. 
AR technology was used in Unity through the Vuforia library. 
I got experience with Heroku. 
During my studies at the university, I took the AWS Foundations course and received a certificate of completion (AWS Academy Gradueted) 
Basic skills are also present: 
Operating systems: Windows, Ubuntu 
Programming languages : SQL, JS, 
Clouds: AWS, GCP 
Tools: Git, Heroku, HTML / CSS, Vuforia (Unity))
I look forward to finding a job as a Front-end (UI) intern / junior in a developing company, which will give me the opportunity to develop and move further in the chosen direction."
